symbol,date_time,open,high,low,close,volume
SLCA,16:01,9.96,9.96,9.96,9.96,3786
DBD,16:01,11.57,11.57,11.57,11.57,19
MRSN,16:01,11.7,11.7,11.7,11.7,111
AXDX,16:01,7.06,7.06,7.06,7.06,9
BTBT,16:01,8.05,8.14,8.0,8.11,28084
SWN,16:01,5.07,5.07,5.07,5.07,23513
IVC,16:01,7.2,7.2,7.2,7.2,9
SRNE,16:01,8.58,8.58,8.58,8.58,5853
MTEM,16:01,7.38,7.38,7.38,7.38,784
VLY,16:01,13.07,13.07,13.07,13.07,2650
BW,16:01,7.17,7.17,7.17,7.17,14
CRIS,16:01,7.77,7.77,7.77,7.77,1837
AMWL,16:01,11.63,11.63,11.63,11.63,205774
IO,16:01,1.44,1.44,1.44,1.44,200
ALZN,16:01,5.19,5.2,5.15,5.16,6072
ATOS,16:01,3.95,3.95,3.94,3.94,131
NAT,16:01,2.62,2.62,2.62,2.62,39
GOED,16:01,3.1,3.1,3.085,3.09,149
PCG,16:01,9.15,9.15,9.15,9.15,38643
PRVB,16:01,6.205,6.205,6.205,6.205,107
AXU,16:01,2.15,2.15,2.15,2.15,200
APTS,16:01,10.3,10.3,10.3,10.3,13
SUNW,16:01,8.72,8.73,8.71,8.71,3
IMPL,16:01,12.73,12.73,12.73,12.73,114
AGLE,16:01,6.66,6.66,6.66,6.66,154
ITI,16:01,6.18,6.18,6.18,6.18,11
GRTS,16:01,7.49,7.49,7.49,7.49,856
XL,16:01,6.95,6.95,6.95,6.95,11
TIRX,16:01,4.38,4.38,4.38,4.38,1
AXTI,16:01,10.03,10.03,10.03,10.03,847
IPW,16:01,4.72,4.72,4.72,4.72,1000
ARR,16:01,10.28,10.28,10.28,10.28,19
IMUX,16:01,9.15,9.15,9.15,9.15,387
VINC,16:01,15.01,15.01,15.01,15.01,1
CNDT,16:01,6.7,6.7,6.7,6.7,3554
NRZ,16:01,9.47,9.51,9.47,9.47,11978
RPT,16:01,12.57,12.57,12.57,12.57,92
WRN,16:01,1.88,1.88,1.88,1.88,100
EAF,16:01,11.18,11.18,11.18,11.18,1500
GPRO,16:01,10.27,10.27,10.27,10.27,2649
AVRO,16:01,7.57,7.57,7.57,7.57,833
SID,16:01,8.89,8.89,8.89,8.89,100
ATIP,16:01,3.83,3.94,3.83,3.94,243
CPRX,16:01,5.89,5.89,5.89,5.89,3960
ATNF,16:01,6.96,7.3639,6.96,7.3639,75300
PUMP,16:01,7.86,7.86,7.86,7.86,1916
ORPH,16:01,4.94,4.94,4.94,4.94,90
COE,16:01,3.25,3.25,3.25,3.25,1643
FIXX,16:01,6.6,6.6,6.6,6.6,981
SPRB,16:01,9.74,9.74,9.74,9.74,186
NRAC,16:01,9.65,9.65,9.65,9.65,2645
VVPR,16:01,6.58,6.58,6.58,6.58,1
CLPR,16:01,8.27,8.27,8.27,8.27,3
NNDM,16:01,6.5,6.5,6.5,6.5,1301
AGMH,16:01,8.94,8.94,8.94,8.94,125
CTMX,16:01,5.71,5.71,5.71,5.71,209
LOTZ,16:01,4.58,4.58,4.56,4.56,2422
CTT,16:01,11.66,11.66,11.66,11.66,13
LIVX,16:01,3.56,3.56,3.56,3.56,1123
PPTA,16:01,5.58,5.58,5.58,5.58,568
GEVO,16:01,6.21,6.27,6.21,6.21,101
SPKE,16:01,11.28,11.28,11.28,11.28,257
CASA,16:01,7.86,7.86,7.86,7.86,666
POWW,16:01,7.08,7.09,7.08,7.09,1401
LHDX,16:01,9.48,9.48,9.48,9.48,100
LXP,16:01,12.92,12.92,12.92,12.92,16791
PGEN,16:01,5.7,5.7,5.7,5.7,308
HOFV,16:01,2.93,2.93,2.93,2.93,15
GOSS,16:01,7.87,7.87,7.87,7.87,1442
CRMD,16:01,6.25,6.25,6.25,6.25,10
WWR,16:01,3.95,3.95,3.95,3.95,100
VWE,16:01,9.95,9.95,9.95,9.95,50
KOPN,16:01,6.86,6.86,6.86,6.86,1665
OSW,16:01,9.65,9.65,9.65,9.65,3435
BCEL,16:01,8.21,8.21,8.21,8.21,43
BARK,16:01,8.56,8.56,8.56,8.56,100
VEL,16:01,13.25,13.25,13.25,13.25,700
CDZI,16:01,13.47,13.47,13.2,13.2,4829
OPK,16:01,3.9,3.9,3.88,3.89,48
AWH,16:01,4.74,4.74,4.74,4.74,19
FLDM,16:01,7.1,7.1,7.1,7.1,1640
AGEN,16:01,5.1,5.1,5.0,5.0,63
FLXN,16:01,6.23,6.23,6.23,6.23,1097
GEO,16:01,6.85,6.85,6.85,6.85,6649
MWA,16:01,14.56,14.56,14.56,14.56,42
CECE,16:01,7.11,7.11,7.11,7.11,660
BGCP,16:01,5.32,5.32,5.32,5.32,12354
KZR,16:01,5.14,5.14,5.14,5.14,130
OUST,16:01,9.09,9.09,9.09,9.09,25
SPAQ,16:01,9.85,9.88,9.85,9.88,100025
DRH,16:01,8.69,8.69,8.69,8.69,4925
MGTA,16:01,7.15,7.15,7.15,7.15,93
MBI,16:01,12.61,12.61,12.61,12.61,13
GCI,16:01,5.58,5.58,5.58,5.58,3170
DHC,16:01,3.93,3.93,3.93,3.93,5035
BBIG,16:01,3.335,3.35,3.335,3.35,88
WISH,16:01,9.92,9.932,9.92,9.93,1461
CNSL,16:01,8.87,8.87,8.87,8.87,19
COGT,16:01,6.31,6.31,6.31,6.31,798
ONTX,16:01,5.3,5.3,5.3,5.3,13
PALI,16:01,3.56,3.56,3.56,3.56,1
ARLO,16:01,6.28,6.28,6.28,6.28,21
ATNX,16:01,3.88,3.88,3.88,3.88,1964
CAMP,16:01,12.23,12.23,12.23,12.23,835
NWBI,16:01,13.24,13.24,13.24,13.24,2981
OCGN,16:01,7.06,7.1,7.06,7.1,127
TLIS,16:01,10.96,10.96,10.96,10.96,310
FNB,16:01,11.56,11.56,11.56,11.56,102
HMHC,16:01,11.18,11.18,11.18,11.18,34
SOLO,16:01,3.46,3.5,3.46,3.5,311
CVGI,16:01,9.07,9.07,9.07,9.07,680
ENDP,16:01,5.19,5.19,5.19,5.19,16658
CRK,16:01,6.16,6.16,6.16,6.16,2373
VKTX,16:01,5.83,5.875,5.8,5.875,32
SOS,16:01,2.76,2.76,2.7501,2.76,3319
CAN,16:01,7.02,7.05,7.0,7.05,20
GOVX,16:01,5.25,5.25,5.15,5.15,6631
VACQ,16:01,10.25,10.25,10.25,10.25,2
FINV,16:01,7.22,7.22,7.22,7.22,612
VSTM,16:01,3.39,3.39,3.39,3.39,241
FORA,16:01,11.75,11.75,11.75,11.75,385
UNIT,16:01,11.29,11.29,11.29,11.29,4177
EIGR,16:01,8.26,8.26,8.26,8.26,116
PASG,16:01,13.2,13.2,13.2,13.2,76
DTIL,16:01,10.13,10.13,10.13,10.13,1008
SMMT,16:01,7.99,7.99,7.99,7.99,617
SPOK,16:01,8.8,8.8,8.8,8.8,500
CENX,16:01,13.45,13.45,13.45,13.45,1181
FCEL,16:01,6.55,6.57,6.55,6.57,8651
SXC,16:01,6.82,6.82,6.82,6.82,22
AEVA,16:01,9.13,9.13,9.13,9.13,6386
GNW,16:01,3.32,3.32,3.32,3.32,11869
OIS,16:01,6.23,6.23,6.23,6.23,1451
FBP,16:01,12.05,12.05,12.05,12.05,7672
STKS,16:01,9.02,9.02,9.02,9.02,5
ISEE,16:01,9.0,9.0,9.0,9.0,155
AQB,16:01,5.11,5.11,5.11,5.11,1127
BCTX,16:01,5.0,5.0,4.9995,5.0,5521
OSUR,16:01,11.29,11.29,11.29,11.29,1703
BVN,16:01,8.76,8.76,8.76,8.76,7400
CLVS,16:01,5.09,5.09,5.09,5.09,2113
INTZ,16:01,5.0,5.01,5.0,5.01,806
ZNGA,16:01,10.24,10.25,10.23,10.23,13208
BDTX,16:01,9.37,9.37,9.37,9.37,101
AHH,16:01,13.05,13.05,13.05,13.05,1474
CHMI,16:01,9.33,9.33,9.33,9.33,573
PV,16:01,9.68,9.68,9.68,9.68,100
CPAC,16:01,6.3,6.3,6.3,6.3,673
TALK,16:01,6.13,6.13,6.13,6.13,1
OCFT,16:01,8.11,8.11,8.11,8.11,298
RPHM,16:01,8.67,8.67,8.67,8.67,134
WTI,16:01,4.05,4.05,4.05,4.05,24
ARAY,16:01,4.15,4.15,4.15,4.15,1986
BTRS,16:01,12.02,12.02,12.02,12.02,1600
EYPT,16:01,8.55,8.55,8.55,8.55,448
CARE,16:01,10.9,10.9,10.9,10.9,7
ALTO,16:01,5.37,5.37,5.37,5.37,18
EYEG,16:01,3.18,3.18,3.18,3.18,250
MTRX,16:01,10.75,10.75,10.75,10.75,553
SNSE,16:01,7.53,7.53,7.53,7.53,161
ACET,16:01,7.57,7.57,7.57,7.57,491
SVC,16:01,11.32,11.32,11.32,11.32,7516
FRBK,16:01,3.71,3.71,3.71,3.71,12
ANY,16:01,3.06,3.11,3.06,3.1,15216
ADV,16:01,10.22,10.22,10.22,10.22,20
FRGI,16:01,13.75,13.75,13.75,13.75,5
RMNI,16:01,8.6,8.6,8.6,8.6,930
AUPH,16:01,14.25,14.25,14.0733,14.1999,210950
HBAN,16:01,13.99,13.99,13.99,13.99,7902
PTEN,16:01,8.23,8.23,8.23,8.23,4447
SIRI,16:01,6.46,6.485,6.46,6.48,19784
SEAH,16:01,9.89,9.89,9.89,9.89,870
HYLN,16:01,10.01,10.01,10.01,10.01,1488
KGC,16:01,6.21,6.21,6.21,6.21,5
PBFS,16:01,11.6,11.6,11.6,11.6,246
BITF,16:01,3.95,3.95,3.95,3.95,20
NLY,16:01,8.42,8.45,8.42,8.42,28681
SCOR,16:01,4.12,4.12,4.12,4.12,1458
AMCR,16:01,11.58,11.58,11.58,11.58,23790
PRDO,16:01,11.72,11.72,11.72,11.72,1511
ASLE,16:01,11.73,11.73,11.73,11.73,192
PAA,16:01,10.16,10.16,10.16,10.16,5
MILE,16:01,7.52,7.52,7.52,7.52,779
PSEC,16:01,8.174,8.22,8.17,8.22,561
SHO,16:01,11.65,11.65,11.65,11.65,2841
AXL,16:01,9.31,9.31,9.31,9.31,2670
VIRX,16:01,11.02,11.02,11.02,11.02,9
VHC,16:01,4.07,4.07,4.07,4.07,16
EOLS,16:01,10.82,10.82,10.82,10.82,684
JZXN,16:01,4.33,4.44,4.33,4.44,150
ARL,16:01,12.8,12.8,12.8,12.8,5
TEVA,16:01,9.99,9.99,9.99,9.99,31792
LEXX,16:01,6.41,6.41,6.41,6.41,2000
OCX,16:01,5.27,5.27,5.27,5.27,4018
QMCO,16:01,6.33,6.33,6.33,6.33,1200
MTG,16:01,13.68,13.68,13.68,13.68,1079
TTI,16:01,3.2,3.2,3.2,3.2,32
APSG,16:01,9.73,9.73,9.73,9.73,1000
ENX,16:01,12.6548,12.6548,12.6548,12.6548,6005
FOLD,16:01,9.05,9.05,9.05,9.05,5578
KRNY,16:01,12.1,12.1,12.1,12.1,1549
PRTK,16:01,5.52,5.52,5.52,5.52,12
FF,16:01,8.54,8.54,8.54,8.54,604
QD,16:01,1.91,1.91,1.91,1.91,15
RTPY,16:01,9.91,9.91,9.91,9.91,17
FSM,16:01,4.69,4.69,4.69,4.69,150
MPLN,16:01,8.12,8.12,8.12,8.12,103
AROC,16:01,8.5,8.5,8.5,8.5,3065
NMRK,16:01,12.52,12.52,12.52,12.52,3165
IRCP,16:01,2.84,2.84,2.84,2.84,5
SIEN,16:01,7.89,7.89,7.89,7.89,3715
CPLG,16:01,13.61,13.61,13.61,13.61,518
BTCM,16:01,5.17,5.17,5.17,5.17,100
EPZM,16:01,6.92,6.92,6.92,6.92,313
CX,16:01,8.4,8.4,8.4,8.4,20
VIEW,16:01,6.31,6.31,6.31,6.31,1820
AFIN,16:01,8.51,8.51,8.51,8.51,2438
BNGO,16:01,6.2,6.22,6.19,6.2,6033
AMTX,16:01,9.15,9.15,9.15,9.15,498
TLMD,16:01,4.64,4.64,4.64,4.64,868
TH,16:01,3.56,3.56,3.56,3.56,529
SIGA,16:01,6.3,6.3,6.3,6.3,1170
NRXP,16:01,16.44,16.44,16.44,16.44,2
PSTX,16:01,8.57,8.57,8.57,8.57,698
DNOW,16:01,9.84,9.84,9.84,9.84,2583
IEA,16:01,11.66,11.66,11.66,11.66,443
CCXI,16:01,15.51,15.51,15.51,15.51,1145
CFFN,16:01,11.35,11.35,11.35,11.35,34
UIHC,16:01,4.37,4.37,4.37,4.37,5
ITUB,16:01,5.98,5.98,5.98,5.98,4806
LABP,16:01,11.56,11.56,11.56,11.56,1055
ZIXI,16:01,7.37,7.37,7.37,7.37,14
CAPR,16:01,4.89,4.89,4.89,4.89,1
IMVT,16:01,10.79,10.79,10.79,10.79,169
CXW,16:01,10.13,10.13,10.13,10.13,32
GMTX,16:01,4.44,4.44,4.44,4.44,6
GOTU,16:01,3.65,3.65,3.64,3.65,730
HLIT,16:01,8.33,8.33,8.33,8.33,23
FTI,16:01,7.43,7.43,7.43,7.43,42100
WVE,16:01,5.82,5.82,5.82,5.82,870
IMPX,16:01,9.73,9.73,9.73,9.73,623
INDI,16:01,8.55,8.55,8.55,8.55,5
GGB,16:01,6.08,6.08,6.08,6.08,17
VRA,16:01,10.93,10.93,10.93,10.93,546
RPAI,16:01,12.4,12.4,12.4,12.4,2804
SELB,16:01,3.73,3.73,3.73,3.73,329
ALPN,16:01,9.29,9.29,9.29,9.29,246
RMED,16:01,3.33,3.33,3.33,3.33,50
CPSH,16:01,7.26,7.26,7.26,7.26,20
MNKD,16:01,4.42,4.42,4.42,4.42,741
RMO,16:01,7.06,7.09,7.06,7.09,2510
TIPT,16:01,9.59,9.59,9.59,9.59,482
NEGG,16:01,19.9,19.9,19.9,19.9,900
GOGO,16:01,10.22,10.22,10.22,10.22,16
COTY,16:01,8.9,8.9,8.9,8.9,2264
BFLY,16:01,10.98,10.98,10.98,10.98,6
KALA,16:01,3.71,3.71,3.71,3.71,215
IAG,16:01,2.68,2.68,2.68,2.68,500
AKUS,16:01,11.49,11.49,11.49,11.49,54
CRHC,16:01,9.88,9.88,9.88,9.88,1202
IRWD,16:01,13.41,13.41,13.41,13.41,527
FOSL,16:01,12.23,12.23,12.23,12.23,1000
NH,16:01,2.0,2.0,2.0,2.0,562
AJAX,16:01,9.94,9.94,9.94,9.94,106259
AEI,16:01,2.2,2.2,2.2,2.2,9455
RIDE,16:01,6.575,6.59,6.575,6.59,251
AUY,16:01,4.25,4.25,4.25,4.25,9
CND,16:01,10.17,10.17,10.15,10.15,122
CCVI,16:01,9.9,9.9,9.9,9.9,28726
CMRE,16:01,10.54,10.54,10.54,10.54,14
CMRX,16:01,7.26,7.26,7.26,7.26,19
DMAC,16:01,3.47,3.47,3.47,3.47,5
RCON,16:01,3.31,3.31,3.31,3.31,100
XYF,16:01,8.08,8.08,8.08,8.08,10
JNCE,16:01,5.42,5.42,5.42,5.42,75
LUMN,16:01,12.65,12.65,12.65,12.65,68366
GLNG,16:01,11.33,11.33,11.33,11.33,2181
HMPT,16:01,4.89,4.89,4.89,4.89,155
ETRN,16:01,8.27,8.27,8.27,8.27,108
TELL,16:01,3.63,3.63,3.59,3.59,622
ETWO,16:01,10.28,10.28,10.28,10.28,544
ACB,16:01,7.3,7.3,7.3,7.3,3
FREQ,16:01,8.02,8.02,8.02,8.02,773
EQOS,16:01,5.54,5.54,5.54,5.54,1
IVR,16:01,3.45,3.45,3.45,3.45,6720
HOOK,16:01,8.27,8.27,8.27,8.27,407
BNED,16:01,8.08,8.08,8.08,8.08,121
LPL,16:01,9.67,9.67,9.67,9.67,178
MRO,16:01,11.78,11.78,11.78,11.78,48012
TAST,16:01,5.0,5.0,5.0,5.0,709
BB,16:01,10.76,10.83,10.74,10.74,40
TWO,16:01,6.39,6.39,6.39,6.39,24295
ADN,16:01,8.24,8.24,8.24,8.24,366
YELL,16:01,5.06,5.06,5.06,5.06,1068
FLL,16:01,8.45,8.45,8.45,8.45,2102
AGAC,16:01,9.64,9.64,9.64,9.64,400
NOK,16:01,5.82,5.82,5.8,5.82,1785
RIGL,16:01,4.2,4.2,4.2,4.2,3906
GE,16:01,13.15,13.16,13.13,13.13,240362
HUT,16:01,4.53,4.53,4.53,4.53,9600
ARKO,16:01,8.26,8.26,8.26,8.26,436
GOAC,16:01,9.74,9.74,9.74,9.74,453
FULC,16:01,7.7,7.7,7.7,7.7,525
CRDF,16:01,5.54,5.54,5.54,5.54,1180
TISI,16:01,5.86,5.86,5.86,5.86,723
EXTR,16:01,10.43,10.43,10.43,10.43,32
RTP,16:01,9.97,9.97,9.97,9.97,2199
SOL,16:01,7.43,7.43,7.43,7.43,5
SGTX,16:01,5.67,5.67,5.67,5.67,2
APYX,16:01,9.26,9.26,9.26,9.26,662
SESN,16:01,3.85,3.85,3.85,3.85,45
TCS,16:01,10.44,10.44,10.44,10.44,8
CLNE,16:01,7.75,7.75,7.74,7.74,1040
PRTY,16:01,8.62,8.62,8.62,8.62,29
CBAY,16:01,4.1,4.1,4.1,4.1,207
CHS,16:01,6.04,6.04,6.04,6.04,2871
PLAB,16:01,13.27,13.27,13.27,13.27,2792
CTLP,16:01,10.25,10.25,10.25,10.25,1236
CUE,16:01,10.97,10.97,10.97,10.97,632
DPW,16:01,2.43,2.44,2.43,2.4399,5325
PBYI,16:01,7.85,7.85,7.85,7.85,748
SURF,16:01,6.22,6.22,6.22,6.22,706
GTYH,16:01,7.05,7.05,7.05,7.05,7
ATRS,16:01,4.47,4.47,4.47,4.47,3584
VLDR,16:01,8.29,8.29,8.29,8.29,10
PAVM,16:01,6.85,6.85,6.85,6.85,17
PGRE,16:01,9.83,9.83,9.83,9.83,205
AHT,16:01,16.61,16.99,16.6,16.99,3248
FTCI,16:01,10.53,10.53,10.53,10.53,408
CARA,16:01,12.09,12.09,12.09,12.09,1220
SGMO,16:01,9.95,9.95,9.95,9.95,2740
OSAT,16:01,6.95,6.95,6.95,6.95,2
FHTX,16:01,9.45,9.45,9.45,9.45,5
MOSY,16:01,4.7,4.7,4.63,4.7,3105
EDU,16:01,2.37,2.37,2.36,2.36,62301
HTBK,16:01,10.85,10.85,10.85,10.85,15
LXRX,16:01,3.55,3.55,3.55,3.55,1440
CAP,16:01,7.94,7.94,7.94,7.94,35
INO,16:01,8.67,8.67,8.67,8.67,317
DVAX,16:01,9.62,9.62,9.54,9.54,28
HL,16:01,6.58,6.58,6.58,6.58,550
CLOV,16:01,8.31,8.31,8.3,8.3,908
INN,16:01,9.15,9.15,9.15,9.15,2498
KPTI,16:01,8.79,8.79,8.79,8.79,1795
SYRS,16:01,4.88,4.88,4.88,4.88,4282
KLDO,16:01,5.95,5.95,5.95,5.95,488
RES,16:01,4.32,4.32,4.32,4.32,932
NYCB,16:01,12.06,12.06,12.06,12.06,124305
JAKK,16:01,13.46,14.0,11.32,11.32,4019
FMY,16:01,13.99,13.99,13.99,13.99,12
DOYU,16:01,4.11,4.11,4.11,4.11,2100
OSBC,16:01,11.85,11.85,11.85,11.85,589
IMGN,16:01,5.67,5.67,5.67,5.67,4484
BTU,16:01,10.85,10.85,10.85,10.85,2
RSLS,16:01,3.81,3.81,3.81,3.81,382
RLX,16:01,4.37,4.37,4.37,4.37,4
ATEN,16:01,12.48,12.48,12.48,12.48,679
NCMI,16:01,3.54,3.54,3.54,3.54,1248
TWI,16:01,7.76,7.76,7.76,7.76,1197
JUPW,16:01,2.1,2.11,2.1,2.11,3475
INVA,16:01,13.64,13.64,13.64,13.64,3031
SNR,16:01,9.21,9.21,9.21,9.21,22
EVC,16:01,6.32,6.32,6.32,6.32,379
ARDX,16:01,1.73,1.73,1.71,1.73,2874
VXRT,16:01,8.21,8.21,8.21,8.21,2534
NGL,16:01,2.0,2.0,2.0,2.0,30
ORC,16:01,5.11,5.11,5.1,5.1,30
WSR,16:01,8.66,8.66,8.66,8.66,151
RAIL,16:01,5.58,5.58,5.58,5.58,60
ATHA,16:01,10.3,10.3,10.3,10.3,8
NLTX,16:01,7.39,7.39,7.39,7.39,68
VERU,16:01,6.99,6.99,6.99,6.99,16
PAE,16:01,9.14,9.14,9.14,9.14,1473
ENBL,16:02,8.47,8.47,8.47,8.47,1
BTBT,16:02,8.11,8.11,7.97,7.97,9396
IVR,16:02,3.45,3.47,3.45,3.45,54
OCGN,16:02,7.06,7.09,7.06,7.09,212
SOLO,16:02,3.49,3.49,3.49,3.49,300
ENDP,16:02,5.18,5.18,5.18,5.18,2726
APSG,16:02,9.7,9.7,9.7,9.7,1000
CODX,16:02,10.11,10.11,10.11,10.11,1
SRNE,16:02,8.51,8.51,8.51,8.51,41
ENG,16:02,2.57,2.57,2.57,2.57,150
MRO,16:02,11.78,11.79,11.72,11.755,3059
VKTX,16:02,5.95,5.95,5.95,5.95,5
LU,16:02,7.99,7.99,7.99,7.99,84
BB,16:02,10.78,10.78,10.7,10.71,3304
SOS,16:02,2.76,2.76,2.76,2.76,7497
GTEC,16:02,6.45,6.45,6.45,6.45,100
CAN,16:02,7.05,7.05,7.05,7.05,326
GOVX,16:02,5.15,5.15,5.11,5.13,1623
GGPI,16:02,9.93,9.93,9.93,9.93,5000
USOI,16:02,5.27,5.27,5.27,5.27,80
VACQ,16:02,10.28,10.3,10.25,10.3,260
ATOS,16:02,3.94,3.95,3.94,3.95,215
ALZN,16:02,5.18,5.2,5.13,5.16,24049
GOED,16:02,3.09,3.09,3.09,3.09,894
AGC,16:02,10.76,10.77,10.76,10.77,145
ZYNE,16:02,4.68,4.68,4.68,4.68,1
TYHT,16:02,4.0707,4.18,4.07,4.11,598
SCYX,16:02,7.32,7.32,7.32,7.32,1
GNOG,16:02,11.93,11.93,11.93,11.93,250
NOK,16:02,5.82,5.82,5.81,5.82,29
CRON,16:02,7.68,7.68,7.66,7.66,3
EXPR,16:02,4.8299,4.83,4.8299,4.83,856
XXII,16:02,3.21,3.21,3.21,3.21,6000
GE,16:02,13.13,13.2,13.13,13.2,133545
SOAC,16:02,9.92,9.92,9.92,9.92,101
XL,16:02,7.02,7.02,7.02,7.02,1000
SPOK,16:02,9.12,9.27,8.96,8.96,111
FRSX,16:02,3.56,3.56,3.56,3.56,4
FCEL,16:02,6.57,6.57,6.5699,6.57,125
HUT,16:02,4.57,4.57,4.57,4.57,16
XIN,16:02,2.07,2.07,2.07,2.07,4
BTCM,16:02,5.17,5.17,5.17,5.17,30
ISPC,16:02,5.72,5.72,5.72,5.72,300
CX,16:02,8.37,8.37,8.37,8.37,1
OVID,16:02,3.75,3.75,3.75,3.75,12
WRN,16:02,1.88,1.88,1.88,1.88,1000
BNGO,16:02,6.2,6.2,6.2,6.2,40
GFI,16:02,9.53,9.53,9.53,9.53,3000
FRLN,16:02,4.55,4.55,4.55,4.55,5
GPRO,16:02,10.0,10.3,10.0,10.3,17
BCTX,16:02,5.0,5.0,4.93,4.99,200
SFTW,16:02,9.95,9.95,9.95,9.95,2
ATIP,16:02,3.94,3.94,3.86,3.86,142
CBAT,16:02,3.54,3.54,3.54,3.54,100
IMV,16:02,1.74,1.74,1.74,1.74,300
CPRX,16:02,5.75,5.75,5.75,5.75,1
CLVS,16:02,5.09,5.09,5.09,5.09,1
CLNE,16:02,7.73,7.75,7.7,7.75,554
CBLI,16:02,5.1,5.1,5.1,5.1,100
ORPH,16:02,4.95,4.95,4.93,4.93,600
COE,16:02,3.24,3.24,3.24,3.24,100
ZNGA,16:02,10.25,10.25,10.25,10.25,4
PBPB,16:02,6.68,6.68,6.68,6.68,1
NCTY,16:02,11.73,11.73,11.73,11.73,1
IRS,16:02,4.75,4.82,4.75,4.82,1247
DPW,16:02,2.43,2.44,2.43,2.44,1563
OESX,16:02,4.91,4.91,4.91,4.91,2700
NNDM,16:02,6.5,6.51,6.48,6.5,633
GOTU,16:02,3.65,3.66,3.64,3.64,12340
ERIC,16:02,11.51,11.51,11.51,11.51,1
LOTZ,16:02,4.58,4.58,4.58,4.58,200
AHT,16:02,16.98,17.78,16.87,17.5,1452
FTI,16:02,7.4499,7.4499,7.4499,7.4499,300
IMPX,16:02,9.72,9.72,9.7,9.7,201
WTI,16:02,4.07,4.07,4.07,4.07,4
GEVO,16:02,6.23,6.23,6.21,6.21,1114
BTG,16:02,4.09,4.09,4.08,4.09,1580
GAME,16:02,6.79,6.79,6.79,6.79,10
CMAX,16:02,9.75,9.75,9.75,9.75,94
UBX,16:02,3.8,3.8,3.8,3.8,1
NCA,16:02,10.6393,10.6393,10.6393,10.6393,7256
OSAT,16:02,7.05,7.05,7.05,7.05,7
EDU,16:02,2.36,2.36,2.36,2.36,11480
NNVC,16:02,4.585,4.585,4.585,4.585,100
AMPG,16:02,4.25,4.25,4.25,4.25,1
NGCA,16:02,9.83,9.845,9.83,9.845,3001
SKIL,16:02,8.85,8.85,8.85,8.85,2
CAP,16:02,7.94,7.94,7.94,7.94,500
IHT,16:02,5.63,5.63,5.63,5.63,2000
INO,16:02,8.64,8.64,8.6,8.6,189
PGEN,16:02,5.7,5.7,5.42,5.42,25
HOFV,16:02,2.94,2.96,2.94,2.96,27
EYEG,16:02,3.18,3.18,3.15,3.15,1512
FVE,16:02,5.79,5.79,5.79,5.79,180
ZIVO,16:02,3.57,3.57,3.57,3.57,29
CPSH,16:02,7.26,7.26,7.26,7.26,30
JVA,16:02,5.7,5.7,5.7,5.7,1
CLOV,16:02,8.31,8.31,8.31,8.31,1960
BARK,16:02,8.56,8.56,8.56,8.56,20
ANY,16:02,3.1,3.11,3.1,3.1,7016
OPK,16:02,3.88,3.88,3.88,3.88,157
AWH,16:02,4.8,4.8,4.8,4.8,5
PLG,16:02,3.16,3.16,3.16,3.16,750
ASX,16:02,8.22,8.22,8.22,8.22,100
JBI,16:02,12.79,12.79,12.79,12.79,1
ISIG,16:02,8.4,8.4,8.4,8.4,1
NEGG,16:02,19.9,19.98,19.9,19.95,26
YQ,16:02,1.22,1.22,1.22,1.22,122
AUPH,16:02,14.19,14.19,14.19,14.19,100
HBAN,16:02,13.99,13.99,13.99,13.99,69238
AGEN,16:02,5.21,5.21,5.21,5.21,2
SEAH,16:02,9.89,9.89,9.89,9.89,10
BFLY,16:02,10.97,10.97,10.97,10.97,69
JAKK,16:02,12.08,12.41,11.0,11.63,2464
KGC,16:02,6.24,6.24,6.24,6.24,4005
BITF,16:02,3.94,3.95,3.94,3.95,95
NLY,16:02,8.4208,8.45,8.4208,8.45,26
RIG,16:02,3.62,3.62,3.62,3.62,1724
AMCR,16:02,11.58,11.58,11.58,11.58,6633
QSI,16:02,11.0,11.0,11.0,11.0,10
DOYU,16:02,4.11,4.11,4.11,4.11,171
ROOT,16:02,7.69,7.69,7.69,7.69,300
ALF,16:02,10.19,10.19,10.19,10.19,63
AM,16:02,9.71,9.71,9.71,9.71,500
GTX,16:02,6.99,6.99,6.99,6.99,229
IPOF,16:02,9.97,9.97,9.97,9.97,2730
RSLS,16:02,3.8,3.8,3.76,3.76,17
RLX,16:02,4.38,4.38,4.38,4.38,250
PNI,16:02,11.8154,11.8154,11.8154,11.8154,4963
BBIG,16:02,3.32,3.35,3.32,3.32,1185
WISH,16:02,9.91,9.93,9.91,9.93,402
AEI,16:02,2.2,2.2,2.2,2.2,2649
RIDE,16:02,6.58,6.58,6.56,6.58,1045
AUY,16:02,4.25,4.25,4.25,4.25,17
EVC,16:02,6.32,6.32,6.32,6.32,1000
ARDX,16:02,1.71,1.73,1.71,1.71,3380
VGR,16:02,13.38,13.38,13.38,13.38,3300
EYES,16:02,3.98,4.0,3.98,4.0,3272
SEED,16:02,10.48,10.48,10.36,10.4,76
RAIL,16:02,5.51,5.51,5.51,5.51,800
DTST,16:02,4.0001,4.0001,4.0001,4.0001,500
LUMN,16:02,12.65,12.65,12.65,12.65,5681
TEVA,16:02,10.0,10.0,9.99,9.99,153
NYMT,16:02,4.38,4.38,4.38,4.38,1
LEXX,16:02,6.41,6.41,6.41,6.41,4000
