symbol,date_time,open,high,low,close,volume
GFI,07:02,9.45,9.45,9.45,9.45,100
MRC,07:02,8.89,8.89,8.89,8.89,9
DOYU,07:02,3.89,3.89,3.89,3.89,100
RTPY,07:02,9.9,9.9,9.9,9.9,4
BCTX,07:02,4.5,4.5,4.5,4.5,80
GNOG,07:02,11.32,11.32,11.32,11.32,30
BB,07:02,10.15,10.15,10.15,10.15,700
MKTY,07:02,8.0,8.0,8.0,8.0,294
RLX,07:02,4.6,4.6,4.6,4.6,3
CAN,07:02,6.37,6.37,6.37,6.37,2
JG,07:02,2.23,2.24,2.23,2.24,400
UWMC,07:02,7.6,7.6,7.6,7.6,30
AEI,07:02,2.32,2.32,2.31,2.31,50899
GE,07:02,13.08,13.08,13.08,13.08,100
KOPN,07:02,6.66,6.66,6.66,6.66,10
SOS,07:02,2.78,2.78,2.78,2.78,250
IKT,07:02,2.22,2.22,2.22,2.22,950
SOLO,07:02,3.39,3.39,3.39,3.39,50
BBIG,07:02,3.25,3.25,3.25,3.25,88
NOK,07:02,5.76,5.76,5.76,5.76,1
QSI,07:02,11.6,11.6,11.6,11.6,10
NCTY,07:02,11.66,11.66,11.64,11.65,34
UK,07:02,1.27,1.27,1.27,1.27,20
ATOS,07:02,3.89,3.89,3.89,3.89,10
NNDM,07:02,6.25,6.25,6.25,6.25,10
TEVA,07:02,8.87,8.87,8.62,8.63,1220
OGI,07:02,2.42,2.42,2.42,2.42,881
RIDE,07:02,6.75,6.75,6.75,6.75,2
BTBT,07:02,7.86,7.9,7.85,7.9,12051
EDU,07:02,2.19,2.19,2.19,2.19,200
GOTU,07:02,3.01,3.01,2.99,2.99,18651
HUDI,07:03,4.3,4.3,4.3,4.3,30
ICMB,07:03,6.0,6.0,6.0,6.0,100
RCON,07:03,3.24,3.24,3.24,3.24,640
ET,07:03,9.82,9.83,9.78,9.83,2745
BITF,07:03,4.24,4.25,4.24,4.25,612
OSUR,07:03,10.7,10.7,10.7,10.7,2
BNGO,07:03,5.81,5.81,5.81,5.81,1
ARR,07:03,10.5,10.5,10.48,10.48,73
LFC,07:03,8.4,8.4,8.4,8.4,120
UMC,07:03,9.38,9.38,9.38,9.38,300
DPW,07:03,2.36,2.36,2.36,2.36,260
FOLD,07:03,8.84,8.84,8.84,8.84,100
CLOV,07:03,8.04,8.04,8.04,8.04,40
APT,07:03,9.8,9.8,9.73,9.73,645
BB,07:03,10.15,10.15,10.15,10.15,20
NRXP,07:03,17.9,17.9,17.9,17.9,10
CAN,07:03,6.36,6.39,6.36,6.37,651
RIG,07:03,3.64,3.65,3.64,3.65,633
SAN,07:03,3.68,3.68,3.68,3.68,501
EYES,07:03,3.81,3.81,3.8,3.81,400
TIRX,07:03,4.38,4.38,4.38,4.38,2
JG,07:03,2.21,2.21,2.21,2.21,6
MEDS,07:03,4.69,4.69,4.69,4.69,1
ALZN,07:03,4.5,4.5,4.5,4.5,58
AEI,07:03,2.31,2.32,2.31,2.31,16493
INTZ,07:03,4.75,4.75,4.75,4.75,200
INO,07:03,8.12,8.19,8.11,8.19,200
KOPN,07:03,6.66,6.66,6.66,6.66,10
MDWD,07:03,4.3,4.32,4.3,4.32,3229
WHLM,07:03,4.5,4.5,4.5,4.5,19
SOS,07:03,2.78,2.78,2.78,2.78,3775
OCGN,07:03,7.01,7.01,7.0,7.0,100
IKT,07:03,2.25,2.25,2.25,2.25,381
BBIG,07:03,3.26,3.26,3.26,3.26,75
PSFE,07:03,10.35,10.37,10.35,10.37,117
ANY,07:03,3.02,3.02,3.02,3.02,200
NOK,07:03,5.77,5.77,5.77,5.77,1
SESN,07:03,3.84,3.9,3.84,3.9,2
EYEG,07:03,3.52,3.52,3.52,3.52,312
ORPH,07:03,4.94,4.94,4.94,4.94,1050
IMV,07:03,1.87,1.87,1.87,1.87,24
BTCM,07:03,4.69,4.69,4.69,4.69,50
NCTY,07:03,11.71,11.73,11.61,11.73,1269
AVEO,07:03,5.01,5.01,5.01,5.01,105
UK,07:03,1.27,1.27,1.27,1.27,20
NNDM,07:03,6.25,6.25,6.25,6.25,50
TEVA,07:03,8.7,8.7,8.7,8.7,548
FWP,07:03,15.0,15.0,14.76,14.77,250
BTBT,07:03,7.9,8.19,7.89,8.1,168602
RIDE,07:03,6.78,6.78,6.78,6.78,500
EDU,07:03,2.19,2.2,2.18,2.19,20924
GOTU,07:03,3.0,3.0,2.99,2.99,350
SRNE,07:04,8.08,8.08,8.08,8.08,100
DHC,07:04,3.95,3.95,3.95,3.95,1
DOYU,07:04,3.87,3.87,3.87,3.87,1
IMVT,07:04,10.5,10.5,10.5,10.5,10
FCEL,07:04,6.35,6.35,6.35,6.35,1
EMKR,07:04,8.07,8.07,8.07,8.07,1
BNGO,07:04,5.81,5.81,5.81,5.81,42
GOTU,07:04,2.99,2.99,2.99,2.99,500
YQ,07:04,1.23,1.23,1.23,1.23,299
CLM,07:04,11.83,11.83,11.83,11.83,1
CLOV,07:04,8.04,8.06,8.04,8.06,843
WISH,07:04,9.37,9.4,9.37,9.4,675
HEXO,07:04,4.02,4.02,4.0,4.0,63
APT,07:04,9.75,9.75,9.75,9.75,100
OPK,07:04,3.62,3.62,3.62,3.62,1
NRXP,07:04,17.81,17.81,17.8,17.81,177
BB,07:04,10.15,10.15,10.15,10.15,2131
DM,07:04,9.12,9.12,9.02,9.02,150
TELL,07:04,3.42,3.44,3.42,3.44,2403
RLX,07:04,4.6,4.6,4.6,4.6,5148
LUMN,07:04,12.78,12.78,12.78,12.78,104
ZETA,07:04,6.2,6.2,6.2,6.2,500
CAN,07:04,6.37,6.38,6.37,6.37,300
UAVS,07:04,3.8,3.8,3.8,3.8,500
TIRX,07:04,4.38,4.38,4.38,4.38,1
AEI,07:04,2.301,2.32,2.3,2.32,10036
PFLT,07:04,12.98,12.98,12.98,12.98,22
KOPN,07:04,6.65,6.65,6.65,6.65,1
MDWD,07:04,4.43,4.58,4.43,4.58,2219
NWG,07:04,5.62,5.62,5.62,5.62,6400
ARLO,07:04,6.3,6.3,6.3,6.3,5
OCGN,07:04,7.02,7.04,6.98,6.98,688
IKT,07:04,2.27,2.3,2.27,2.3,1549
ARDX,07:04,1.64,1.64,1.63,1.64,3161
SOS,07:04,2.77,2.77,2.77,2.77,100
NUWE,07:04,3.97,4.02,3.97,4.02,137
BBIG,07:04,3.27,3.27,3.27,3.27,300
FTCV,07:04,10.53,10.53,10.53,10.53,15
EYEG,07:04,3.51,3.51,3.5,3.5,1224
ZH,07:04,9.62,9.62,9.62,9.62,30
WNW,07:04,5.37,5.37,5.37,5.37,1
XXII,07:04,3.1,3.1,3.1,3.1,75
NCTY,07:04,11.7,11.7,11.65,11.68,766
OSAT,07:04,6.47,6.47,6.47,6.47,25
TEVA,07:04,8.85,8.85,8.85,8.85,1000
FPAC,07:04,9.97,9.97,9.97,9.97,100
BTBT,07:04,8.11,8.12,7.92,8.07,116176
RIDE,07:04,6.78,6.78,6.78,6.78,2
EDU,07:04,2.19,2.19,2.18,2.18,810
HL,07:04,6.43,6.43,6.43,6.43,46
OXSQ,07:04,4.7,4.7,4.7,4.7,8
SPOK,07:04,8.58,8.58,8.58,8.58,600
SRNE,07:05,8.08,8.08,8.08,8.08,3
HITI,07:05,5.87,5.93,5.87,5.9,70
IRCP,07:05,2.87,2.87,2.87,2.87,10
HUT,07:05,4.775,4.775,4.77,4.77,6147
VLDR,07:05,7.9,7.9,7.9,7.9,30
ADT,07:05,10.41,10.41,10.41,10.41,2
GNW,07:05,3.27,3.27,3.27,3.27,1
BITF,07:05,4.23,4.24,4.23,4.24,200
BNGO,07:05,5.81,5.81,5.81,5.81,250
ARR,07:05,10.51,10.51,10.5,10.5,100
DPW,07:05,2.36,2.36,2.32,2.32,1478
CLOV,07:05,8.07,8.07,8.07,8.07,80
WISH,07:05,9.39,9.43,9.39,9.43,877
APT,07:05,9.73,9.73,9.73,9.73,9
ZETA,07:05,6.2,6.2,6.2,6.2,200
SRAC,07:05,10.08,10.09,10.08,10.09,150
CAN,07:05,6.35,6.38,6.35,6.38,2120
FTI,07:05,7.39,7.39,7.39,7.39,99
AEI,07:05,2.31,2.31,2.3,2.3,4910
CCXI,07:05,14.55,14.55,14.55,14.55,50
MDWD,07:05,4.58,4.58,4.58,4.58,164
SOS,07:05,2.77,2.77,2.77,2.77,2059
OCGN,07:05,6.96,6.96,6.96,6.96,60
IKT,07:05,2.29,2.29,2.29,2.29,1275
FEMY,07:05,7.46,7.46,7.46,7.46,200
ORC,07:05,5.15,5.15,5.13,5.13,14
EYEG,07:05,3.47,3.47,3.45,3.45,3636
SQBG,07:05,10.39,10.39,10.39,10.39,48
IPOD,07:05,10.1,10.1,10.1,10.1,148
IMV,07:05,1.86,1.88,1.86,1.88,2550
NRGD,07:05,15.5,15.5,15.5,15.5,5
NCTY,07:05,11.7,11.7,11.61,11.68,357
BTU,07:05,10.68,10.7,10.68,10.7,100
NNDM,07:05,6.25,6.25,6.25,6.25,1
TEVA,07:05,8.75,8.75,8.7,8.73,2010
SILV,07:05,8.15,8.15,8.15,8.15,265
SIRI,07:05,6.68,6.68,6.68,6.68,39
FPAC,07:05,9.99,9.99,9.99,9.99,100
ETON,07:05,5.37,5.39,5.36,5.36,710
BTBT,07:05,8.04,8.1,7.91,7.94,101597
ASTS,07:05,11.03,11.03,11.03,11.03,350
EDU,07:05,2.18,2.19,2.18,2.19,852
GOTU,07:05,3.0,3.0,3.0,3.0,100
RCON,07:06,3.24,3.24,3.24,3.24,370
HUT,07:06,4.77,4.77,4.77,4.77,4750
MIN,07:06,3.71,3.71,3.71,3.71,2
MFGP,07:06,5.53,5.53,5.53,5.53,100
FCEL,07:06,6.35,6.35,6.35,6.35,2
ONTX,07:06,5.05,5.05,5.0,5.0,71
SURF,07:06,6.03,6.03,6.03,6.03,1
BNGO,07:06,5.81,5.81,5.81,5.81,400
RAAS,07:06,4.7,4.7,4.7,4.7,3
IKNX,07:06,22.0,22.0,22.0,22.0,6
WISH,07:06,9.42,9.45,9.42,9.45,1061
CLOV,07:06,8.07,8.07,8.07,8.07,30
APT,07:06,9.74,9.78,9.73,9.78,702
NRXP,07:06,17.9,17.9,17.89,17.89,91
IVR,07:06,3.41,3.41,3.41,3.41,2
BB,07:06,10.12,10.12,10.11,10.11,2156
CAN,07:06,6.38,6.41,6.38,6.4,13050
ME,07:06,8.5,8.5,8.5,8.5,2
AMWL,07:06,11.0,11.0,11.0,11.0,9
EYES,07:06,3.8,3.8,3.8,3.8,3
LEXX,07:06,6.66,7.29,6.66,6.9,837
OCC,07:06,4.68,4.68,4.68,4.68,88
AEMD,07:06,5.0,5.0,5.0,5.0,18
AEI,07:06,2.31,2.31,2.3,2.31,7844
GE,07:06,13.07,13.07,13.07,13.07,128
MDWD,07:06,4.57,4.62,4.57,4.62,587
AEVA,07:06,8.78,8.78,8.78,8.78,100
SOS,07:06,2.77,2.78,2.77,2.77,2907
OCGN,07:06,6.95,6.98,6.95,6.98,194
ARDX,07:06,1.64,1.65,1.64,1.64,1100
IKT,07:06,2.28,2.29,2.28,2.29,2000
FINV,07:06,6.99,6.99,6.99,6.99,500
PSO,07:06,11.71,11.71,11.71,11.71,100
SESN,07:06,3.85,3.85,3.85,3.85,300
EYEG,07:06,3.45,3.47,3.45,3.47,398
BTCM,07:06,4.69,4.75,4.68,4.68,2317
IMV,07:06,1.88,1.89,1.85,1.85,3750
EVK,07:06,2.2,2.2,2.2,2.2,100
CPSH,07:06,6.7,6.7,6.7,6.7,10
GEVO,07:06,5.8,5.8,5.8,5.8,385
LX,07:06,8.15,8.15,8.15,8.15,250
NCTY,07:06,11.65,11.65,11.58,11.63,355
OSAT,07:06,6.45,6.45,6.45,6.45,204
BTU,07:06,10.71,10.72,10.7,10.7,215
NNDM,07:06,6.24,6.24,6.24,6.24,1000
CRF,07:06,11.51,11.51,11.51,11.51,400
BTBT,07:06,7.94,7.94,7.82,7.83,79138
EDU,07:06,2.19,2.19,2.19,2.19,4739
GOTU,07:06,2.99,2.99,2.99,2.99,19251
IPOF,07:06,9.96,9.96,9.95,9.95,100
SPOK,07:06,8.59,8.59,8.59,8.59,100
OLB,07:07,5.69,5.69,5.69,5.69,3
CLNE,07:07,7.43,7.43,7.43,7.43,1
ET,07:07,9.81,9.81,9.81,9.81,1
ATNF,07:07,7.59,7.59,7.59,7.59,130
NGL,07:07,2.0,2.04,1.99,1.99,1202
BNGO,07:07,5.81,5.81,5.81,5.81,2
FRSX,07:07,3.4,3.4,3.4,3.4,20
JFIN,07:07,4.01,4.01,4.01,4.01,20
WISH,07:07,9.4,9.4,9.4,9.4,143
SWN,07:07,4.96,4.96,4.96,4.96,1
AIH,07:07,4.56,4.56,4.56,4.56,50
APT,07:07,9.76,9.8,9.76,9.8,500
BB,07:07,10.1,10.1,10.09,10.09,1697
DB,07:07,12.48,12.48,12.48,12.48,2
IVAN,07:07,9.98,9.98,9.98,9.98,5
CAN,07:07,6.4,6.49,6.4,6.45,6839
AMWL,07:07,11.0,11.0,11.0,11.0,91
TIRX,07:07,4.3,4.3,4.21,4.21,234
LEXX,07:07,7.27,7.5,7.27,7.5,1130
CODX,07:07,9.58,9.71,9.58,9.71,56
WIMI,07:07,3.91,3.91,3.9,3.9,3
ALZN,07:07,4.5,4.5,4.5,4.5,125
AEI,07:07,2.3,2.31,2.3,2.31,1300
GE,07:07,13.08,13.08,13.08,13.08,4
INTZ,07:07,4.73,4.73,4.73,4.73,62
KOPN,07:07,6.65,6.65,6.65,6.65,14
AQB,07:07,5.04,5.05,5.04,5.05,800
MDWD,07:07,4.57,4.57,4.38,4.38,165
SOS,07:07,2.77,2.78,2.77,2.78,2867
ANY,07:07,3.0,3.0,3.0,3.0,6
FTCV,07:07,10.45,10.45,10.45,10.45,75
NOK,07:07,5.77,5.77,5.77,5.77,1
JUPW,07:07,1.93,1.93,1.93,1.93,1
ORPH,07:07,4.97,4.97,4.97,4.97,10
EYEG,07:07,3.49,3.52,3.47,3.47,4968
ZH,07:07,9.62,9.62,9.62,9.62,10
IMV,07:07,1.88,1.88,1.87,1.87,117
ACIC,07:07,9.84,9.84,9.84,9.84,1
BTCM,07:07,4.7,4.7,4.7,4.7,2300
GEVO,07:07,5.8,5.8,5.8,5.8,183
NCTY,07:07,11.61,11.63,11.5,11.5,896
BTU,07:07,10.74,10.74,10.74,10.74,100
OSAT,07:07,6.45,6.45,6.45,6.45,8
ATOS,07:07,3.89,3.89,3.89,3.89,31
NNDM,07:07,6.26,6.26,6.26,6.26,30
RTP,07:07,9.97,9.97,9.97,9.97,20
WSR,07:07,8.46,8.46,8.46,8.46,50
BTBT,07:07,7.83,7.92,7.76,7.79,156322
ACIU,07:07,7.58,7.58,7.47,7.47,100
EDU,07:07,2.18,2.19,2.18,2.19,4016
RAIL,07:07,5.39,5.4,5.39,5.4,300
GOTU,07:07,2.98,2.98,2.98,2.98,656
SUNW,07:07,8.35,8.35,8.35,8.35,30
SEAH,07:08,9.94,9.94,9.94,9.94,11
OLB,07:08,5.69,5.69,5.69,5.69,776
HUT,07:08,4.76,4.77,4.75,4.75,1215
INVZ,07:08,7.89,7.89,7.89,7.89,10
NMFC,07:08,13.45,13.45,13.45,13.45,1
MOGO,07:08,5.69,5.69,5.69,5.69,25
FCEL,07:08,6.35,6.35,6.35,6.35,125
ONTX,07:08,4.99,4.99,4.99,4.99,50
BNGO,07:08,5.82,5.82,5.82,5.82,100
UMC,07:08,9.43,9.43,9.43,9.43,311
YQ,07:08,1.23,1.23,1.23,1.23,801
AGC,07:08,10.75,10.75,10.73,10.73,20
WISH,07:08,9.39,9.39,9.39,9.39,357
APT,07:08,9.73,9.73,9.73,9.73,300
OPK,07:08,3.63,3.65,3.63,3.65,251
NRXP,07:08,17.81,17.81,17.8,17.8,305
CAN,07:08,6.45,6.45,6.42,6.45,3663
KOS,07:08,2.19,2.19,2.19,2.19,99
LEXX,07:08,7.15,7.15,7.15,7.15,99
INTZ,07:08,4.74,4.74,4.73,4.73,358
AEI,07:08,2.31,2.31,2.3,2.31,13458
GE,07:08,13.08,13.08,13.08,13.08,3
WDH,07:08,4.5,4.5,4.5,4.5,40
KOPN,07:08,6.63,6.63,6.63,6.63,1
NOVN,07:08,7.99,8.0,7.99,8.0,3109
SOS,07:08,2.77,2.77,2.77,2.77,500
OCGN,07:08,6.98,7.01,6.98,7.01,948
IKT,07:08,2.28,2.28,2.28,2.28,605
SOLO,07:08,3.39,3.39,3.39,3.39,200
ERIC,07:08,11.42,11.42,11.42,11.42,7375
ANY,07:08,3.0,3.02,3.0,3.02,2240
SCLE,07:08,9.6,9.6,9.6,9.6,48
EYEG,07:08,3.47,3.47,3.47,3.47,1732
ORPH,07:08,4.94,4.94,4.93,4.93,2389
IMV,07:08,1.87,1.87,1.86,1.86,132
NCTY,07:08,11.5,11.55,11.48,11.54,568
OSAT,07:08,6.43,6.43,6.43,6.43,1
TTI,07:08,3.14,3.14,3.14,3.14,83
ATOS,07:08,3.89,3.89,3.89,3.89,2
TEVA,07:08,8.74,8.77,8.64,8.7,27304
SIRI,07:08,6.68,6.68,6.68,6.68,31
NNDM,07:08,6.23,6.23,6.23,6.23,25
NEXT,07:08,3.34,3.34,3.34,3.34,5
OGI,07:08,2.43,2.43,2.43,2.43,500
BTBT,07:08,7.79,7.8,7.72,7.79,55083
HLX,07:08,4.17,4.17,4.17,4.17,4800
ASTS,07:08,11.03,11.03,11.03,11.03,400
EDU,07:08,2.19,2.19,2.18,2.18,10767
KNDI,07:08,5.1,5.1,5.1,5.1,110
GOTU,07:08,2.98,2.98,2.98,2.98,9500
SPOK,07:08,8.59,8.6,8.59,8.6,5000
MRO,07:09,11.42,11.42,11.42,11.42,100
DHY,07:09,2.47,2.47,2.47,2.47,1
EURN,07:09,8.71,8.72,8.71,8.72,800
CLNE,07:09,7.43,7.43,7.42,7.42,273
ATNF,07:09,7.5,7.5,7.5,7.5,25
GNW,07:09,3.29,3.29,3.29,3.29,1
BITF,07:09,4.21,4.24,4.21,4.24,1000
RTPY,07:09,9.9,9.9,9.9,9.9,6
BNGO,07:09,5.82,5.82,5.82,5.82,100
UEC,07:09,2.21,2.21,2.21,2.21,39
NNVC,07:09,4.7,4.7,4.7,4.7,100
AGC,07:09,10.73,10.73,10.73,10.73,31
WISH,07:09,9.4,9.42,9.4,9.42,705
BCS,07:09,9.78,9.78,9.78,9.78,110
CLOV,07:09,8.05,8.05,8.05,8.05,50
APT,07:09,9.73,9.73,9.68,9.68,1751
NRXP,07:09,17.8,17.8,17.66,17.66,333
AMPG,07:09,3.98,3.98,3.98,3.98,25
CAN,07:09,6.45,6.49,6.44,6.49,1905
RIG,07:09,3.65,3.66,3.65,3.66,299
UAVS,07:09,3.8,3.8,3.8,3.8,200
XNET,07:09,3.45,3.45,3.45,3.45,99
LEXX,07:09,7.0,7.0,7.0,7.0,39
GOEV,07:09,8.15,8.15,8.15,8.15,95
ALZN,07:09,4.5,4.53,4.5,4.53,20
INTZ,07:09,4.73,4.74,4.72,4.74,567
AEI,07:09,2.3,2.3,2.3,2.3,5030
AEMD,07:09,5.0,5.0,5.0,5.0,10
AQB,07:09,5.0,5.0,5.0,5.0,1
MDWD,07:09,4.4,4.4,4.4,4.4,810
SIGA,07:09,6.25,6.25,6.1,6.2,106
OCGN,07:09,7.02,7.02,7.02,7.02,100
IKT,07:09,2.28,2.3,2.28,2.3,1595
ANY,07:09,3.03,3.03,3.0,3.02,998
NOK,07:09,5.76,5.76,5.76,5.76,2
ORPH,07:09,4.93,4.94,4.93,4.93,3270
EYEG,07:09,3.47,3.47,3.47,3.47,250
IMV,07:09,1.85,1.86,1.85,1.85,172
BTCM,07:09,4.7,4.7,4.7,4.7,400
CLXT,07:09,3.7,3.7,3.7,3.7,12
QSI,07:09,11.5,11.5,11.5,11.5,599
NCTY,07:09,11.5,11.5,11.48,11.48,187
ATOS,07:09,3.88,3.88,3.88,3.88,100
TEVA,07:09,8.71,8.71,8.69,8.7,1300
EQOS,07:09,5.219,5.219,5.219,5.219,50
BTBT,07:09,7.8,7.9,7.8,7.82,43271
SCKT,07:09,6.66,6.66,6.66,6.66,100
EDU,07:09,2.18,2.18,2.17,2.17,3035
GOTU,07:09,2.98,2.98,2.98,2.98,122
SPOK,07:09,8.6,8.6,8.6,8.6,100
GFI,07:10,9.45,9.45,9.45,9.45,542
JAKK,07:10,12.85,12.85,12.83,12.83,5
DHY,07:10,2.47,2.47,2.47,2.47,2
ING,07:10,12.73,12.74,12.73,12.74,2023
HUT,07:10,4.75,4.75,4.75,4.75,190
OXLC,07:10,7.03,7.03,7.03,7.03,50
BITF,07:10,4.2,4.26,4.2,4.26,5502
RTPY,07:10,9.9,9.9,9.9,9.9,10
ORAN,07:10,11.4,11.4,11.4,11.4,447
YQ,07:10,1.24,1.25,1.24,1.24,2800
DPW,07:10,2.36,2.38,2.36,2.38,405
BCS,07:10,9.78,9.78,9.78,9.78,1787
CLOV,07:10,8.05,8.06,8.05,8.06,221
WISH,07:10,9.44,9.44,9.44,9.44,595
NNVC,07:10,4.7,4.7,4.7,4.7,200
ZYNE,07:10,4.54,4.54,4.54,4.54,2
NRXP,07:10,17.66,17.67,17.62,17.62,1541
ZETA,07:10,6.03,6.03,6.03,6.03,1
CAN,07:10,6.48,6.48,6.47,6.48,1223
LEXX,07:10,7.28,7.29,7.15,7.28,1636
UWMC,07:10,7.56,7.56,7.56,7.56,1
INTZ,07:10,4.74,4.75,4.74,4.75,1312
GE,07:10,13.07,13.07,13.07,13.07,600
AEI,07:10,2.3,2.3,2.29,2.3,9608
VXRT,07:10,8.04,8.04,8.04,8.04,1
MDWD,07:10,4.39,4.4,4.38,4.4,292
AQB,07:10,5.0,5.0,5.0,5.0,4
WHLM,07:10,4.42,4.54,4.42,4.54,128
OSS,07:10,5.25,5.25,5.25,5.25,100
SOS,07:10,2.78,2.78,2.78,2.78,2853
OCGN,07:10,7.02,7.03,7.01,7.03,211
IKT,07:10,2.3,2.3,2.3,2.3,100
ARDX,07:10,1.62,1.64,1.62,1.64,1779
CS,07:10,10.23,10.23,10.23,10.23,1346
ERIC,07:10,11.42,11.42,11.42,11.42,1610
NYCB,07:10,11.08,11.08,11.08,11.08,10
RWT,07:10,11.87,11.87,11.87,11.87,2
JUPW,07:10,1.92,1.92,1.92,1.92,484
EYEG,07:10,3.48,3.48,3.46,3.46,8642
ORPH,07:10,4.96,4.99,4.96,4.99,1000
SESN,07:10,3.84,3.85,3.84,3.85,755
IMV,07:10,1.85,1.85,1.85,1.85,500
ZME,07:10,4.79,4.79,4.79,4.79,1000
NLY,07:10,8.5,8.5,8.5,8.5,1
LX,07:10,8.15,8.15,8.15,8.15,200
NCTY,07:10,11.48,11.48,11.48,11.48,400
OSAT,07:10,6.42,6.45,6.42,6.45,671
TEVA,07:10,8.7,8.7,8.7,8.7,1350
SIRI,07:10,6.67,6.68,6.67,6.67,734
CRF,07:10,11.51,11.51,11.51,11.51,134
GSM,07:10,5.36,5.36,5.36,5.36,100
BTBT,07:10,7.81,7.89,7.81,7.88,25826
ARC,07:10,2.01,2.01,2.01,2.01,100
EDU,07:10,2.18,2.18,2.18,2.18,29249
GOTU,07:10,2.98,2.98,2.98,2.98,500
GFI,07:11,9.45,9.45,9.45,9.45,424
SRNE,07:11,8.05,8.05,8.04,8.04,104
LPL,07:11,9.8,9.86,9.8,9.86,10
HITI,07:11,5.93,5.93,5.93,5.93,10
KLR,07:11,10.5,10.5,10.5,10.5,15
ATNF,07:11,7.5,7.5,7.5,7.5,10
BITF,07:11,4.27,4.27,4.26,4.26,2962
ALF,07:11,10.42,10.44,10.42,10.44,42
CPRX,07:11,5.75,5.75,5.75,5.75,8
UPC,07:11,2.52,2.52,2.52,2.52,100
YQ,07:11,1.24,1.24,1.24,1.24,196
DPW,07:11,2.37,2.37,2.36,2.36,2153
IKNX,07:11,22.0,24.04,22.0,24.04,50
WISH,07:11,9.43,9.43,9.43,9.43,111
NRXP,07:11,17.67,17.9,17.67,17.9,421
BB,07:11,10.06,10.06,10.06,10.06,100
DM,07:11,9.24,9.24,9.24,9.24,60
VTNR,07:11,8.43,8.43,8.43,8.43,118
RLX,07:11,4.6,4.6,4.6,4.6,9
PHGE,07:11,4.73,4.73,4.73,4.73,34
CAN,07:11,6.42,6.46,6.42,6.46,262
UAVS,07:11,3.79,3.79,3.79,3.79,10
LEXX,07:11,6.94,7.0,6.94,7.0,16
GOEV,07:11,8.15,8.15,8.15,8.15,411
UWMC,07:11,7.56,7.56,7.56,7.56,100
AEI,07:11,2.3,2.3,2.28,2.3,9500
GE,07:11,13.08,13.08,13.07,13.07,4
SLVO,07:11,5.68,5.68,5.68,5.68,194
CX,07:11,8.02,8.04,8.02,8.04,6
AQB,07:11,5.0,5.0,5.0,5.0,5
AMPY,07:11,3.06,3.06,3.06,3.06,100
MDWD,07:11,4.39,4.39,4.36,4.36,1856
SOS,07:11,2.78,2.78,2.78,2.78,200
OCGN,07:11,7.01,7.01,7.01,7.01,20
ARDX,07:11,1.64,1.64,1.64,1.64,200
IKT,07:11,2.29,2.29,2.29,2.29,600
NEGG,07:11,23.71,23.71,23.71,23.71,3
CS,07:11,10.24,10.24,10.24,10.24,200
LINK,07:11,11.24,11.24,11.24,11.24,10
NOK,07:11,5.77,5.77,5.76,5.76,401
EYEG,07:11,3.48,3.49,3.48,3.49,602
IMV,07:11,1.86,1.87,1.86,1.87,3050
BTCM,07:11,4.7,4.7,4.7,4.7,166
AMRN,07:11,4.06,4.06,4.06,4.06,72
LX,07:11,8.15,8.15,8.15,8.15,94
XXII,07:11,3.1,3.1,3.1,3.1,1
NCTY,07:11,11.48,11.49,11.48,11.49,80
TEVA,07:11,8.7,8.7,8.69,8.69,1750
FWP,07:11,15.0,15.0,15.0,15.0,6
BTBT,07:11,7.88,7.9,7.65,7.73,100423
EDU,07:11,2.19,2.2,2.18,2.2,82458
GOTU,07:11,2.98,3.0,2.98,3.0,2767
HITI,07:12,5.93,6.0,5.93,6.0,120
OLB,07:12,5.68,5.68,5.63,5.63,243
KGC,07:12,6.15,6.15,6.15,6.15,132
DOYU,07:12,3.88,3.88,3.87,3.87,2075
ATNF,07:12,7.59,7.59,7.5,7.59,130
COE,07:12,3.0,3.0,3.0,3.0,8041
BITF,07:12,4.27,4.29,4.23,4.23,7028
UMC,07:12,9.43,9.43,9.43,9.43,300
YQ,07:12,1.25,1.26,1.25,1.26,8720
WISH,07:12,9.42,9.42,9.41,9.41,807
CGRN,07:12,4.56,4.56,4.56,4.56,100
BB,07:12,10.06,10.06,10.06,10.06,150
IVAN,07:12,9.98,9.98,9.98,9.98,1
RLX,07:12,4.59,4.6,4.59,4.6,2479
CAN,07:12,6.46,6.46,6.46,6.46,19
XNET,07:12,3.47,3.47,3.47,3.47,201
LEXX,07:12,7.15,7.26,7.15,7.26,305
GOEV,07:12,8.15,8.15,8.15,8.15,1
AEMD,07:12,4.83,4.83,4.82,4.83,177
AEI,07:12,2.29,2.29,2.27,2.28,15940
GE,07:12,13.07,13.07,13.07,13.07,2
VXRT,07:12,8.04,8.04,8.04,8.04,99
MDWD,07:12,4.36,4.36,4.36,4.36,522
SOS,07:12,2.78,2.78,2.78,2.78,30
OCGN,07:12,7.0,7.0,7.0,7.0,5352
IKT,07:12,2.29,2.29,2.28,2.28,13000
ERIC,07:12,11.42,11.42,11.42,11.42,3000
PSFE,07:12,10.38,10.38,10.38,10.38,30
NOK,07:12,5.76,5.77,5.76,5.77,39
ELVT,07:12,3.55,3.55,3.55,3.55,300
EYEG,07:12,3.47,3.47,3.45,3.46,4398
ORPH,07:12,4.98,4.98,4.98,4.98,100
PUMP,07:12,8.1,8.1,8.1,8.1,100
