symbol,date_time,open,high,low,close,volume
GE,08:34,13.14,13.15,13.14,13.15,16913
TEF,08:34,4.5,4.5,4.5,4.5,75
GCMG,08:34,10.3,10.3,10.3,10.3,1
ORPH,08:34,4.92,4.92,4.92,4.92,219
MNKD,08:34,4.29,4.29,4.29,4.29,100
BTCM,08:34,4.95,4.95,4.95,4.95,200
GEVO,08:34,5.83,5.83,5.83,5.83,9
AHT,08:34,17.12,17.12,17.11,17.11,1500
LX,08:34,8.16,8.18,8.16,8.18,300
SIRI,08:34,6.66,6.66,6.66,6.66,84
WPG,08:34,1.77,1.77,1.77,1.77,4
GENE,08:34,3.52,3.52,3.52,3.52,251
HBAN,08:34,13.91,13.91,13.91,13.91,1
ACB,08:34,6.96,6.96,6.96,6.96,11
SRNE,08:34,8.03,8.04,8.03,8.04,66
LPL,08:34,9.8599,9.8599,9.8599,9.8599,49
VLDR,08:34,7.91,7.91,7.91,7.91,25
WISH,08:34,9.41,9.44,9.41,9.43,4286
OPK,08:34,3.64,3.64,3.64,3.64,4
LIZI,08:34,4.75,4.75,4.75,4.75,1
KOS,08:34,2.2,2.2,2.2,2.2,100
CX,08:34,8.08,8.08,8.08,8.08,2
FSM,08:34,4.46,4.47,4.46,4.47,5500
BBD,08:34,4.66,4.66,4.66,4.66,11300
FLDM,08:34,6.8499,6.8499,6.8499,6.8499,100
KRBP,08:34,2.82,2.89,2.82,2.89,7
UBX,08:34,3.8087,3.8087,3.8087,3.8087,200
IAG,08:34,2.58,2.58,2.58,2.58,200
QSI,08:34,11.61,11.62,11.61,11.62,200
TEVA,08:34,8.77,8.77,8.75,8.77,20082
FWP,08:34,14.99,14.99,14.65,14.65,1000
BTBT,08:34,8.15,8.16,8.07,8.07,61610
EDU,08:34,2.35,2.36,2.33,2.34,224404
DHY,08:34,2.49,2.49,2.49,2.49,1
IRCP,08:34,2.98,2.98,2.98,2.98,1
ING,08:34,12.72,12.72,12.72,12.72,100
FCEL,08:34,6.34,6.34,6.34,6.34,15
JZXN,08:34,4.2,4.25,4.2,4.25,1600
CLOV,08:34,8.05,8.05,8.05,8.05,1
TYHT,08:34,4.17,4.17,4.17,4.17,8
BB,08:34,10.0299,10.03,10.02,10.03,29
NM,08:34,4.54,4.54,4.54,4.54,100
CCXI,08:34,14.61,14.61,14.61,14.61,3
SOS,08:34,2.86,2.87,2.86,2.86,8752
EXPR,08:34,5.1001,5.1001,5.1001,5.1001,1511
CDEV,08:34,5.36,5.36,5.36,5.36,250
ANY,08:34,3.06,3.06,3.06,3.06,400
NOK,08:34,5.77,5.7701,5.77,5.77,15011
TAOP,08:34,3.54,3.58,3.54,3.54,450
NCTY,08:34,11.72,11.74,11.65,11.68,352
NNDM,08:34,6.19,6.19,6.19,6.19,1
RIDE,08:34,6.81,6.81,6.81,6.81,1
SCKT,08:34,6.61,6.61,6.61,6.61,6
GOTU,08:34,3.17,3.19,3.17,3.17,37268
BITF,08:35,4.19,4.19,4.18,4.18,350
BNGO,08:35,5.79,5.79,5.79,5.79,2
AGEN,08:35,5.09,5.09,5.09,5.09,500
NNVC,08:35,4.5,4.5,4.5,4.5,850
SWN,08:35,5.02,5.02,5.01,5.01,398
NRXP,08:35,17.1,17.2,17.1,17.2,164
RIG,08:35,3.6499,3.6499,3.6499,3.6499,400
INTZ,08:35,4.67,4.69,4.67,4.67,138
SPAQ,08:35,9.87,9.88,9.87,9.88,7100
OCGN,08:35,6.94,6.94,6.94,6.94,20
ARDX,08:35,1.64,1.64,1.64,1.64,894
CPG,08:35,3.42,3.42,3.42,3.42,1000
ORC,08:35,5.15,5.15,5.15,5.15,367
EYEG,08:35,3.54,3.54,3.51,3.51,1189
AMRN,08:35,4.02,4.02,4.02,4.02,100
IDN,08:35,8.3,8.3,8.3,8.3,2
CRIS,08:35,7.34,7.34,7.34,7.34,100
JAKK,08:35,13.4,13.4,13.4,13.4,200
RCON,08:35,3.24,3.25,3.24,3.25,391
YSG,08:35,6.3,6.3,6.3,6.3,100
MTG,08:35,13.5,13.5,13.5,13.5,454
CAN,08:35,6.49,6.49,6.49,6.49,10
AEI,08:35,2.23,2.23,2.23,2.23,73
GE,08:35,13.15,13.16,13.15,13.15,22362
BBIG,08:35,3.2699,3.27,3.2699,3.27,1980
ORPH,08:35,4.93,4.95,4.92,4.92,489
BTCM,08:35,4.92,4.95,4.92,4.95,4072
MNKD,08:35,4.29,4.29,4.29,4.29,100
LX,08:35,8.17,8.22,8.17,8.22,26126
SIRI,08:35,6.67,6.67,6.67,6.67,20
ACB,08:35,6.9501,6.9501,6.9501,6.9501,25
SRNE,08:35,8.03,8.04,8.03,8.03,2516
VLDR,08:35,7.91,7.91,7.9,7.9,21
MOGO,08:35,5.8,5.8,5.8,5.8,360
ALF,08:35,10.2,10.2,10.2,10.2,2
YQ,08:35,1.29,1.29,1.28,1.28,1100
WISH,08:35,9.4299,9.43,9.41,9.41,1662
GOEV,08:35,8.15,8.15,8.12,8.12,230
FSM,08:35,4.47,4.48,4.47,4.48,600
MDWD,08:35,4.01,4.01,4.0,4.0,500
FLDM,08:35,6.85,6.85,6.85,6.85,700
JUPW,08:35,1.94,1.94,1.94,1.94,300
OSAT,08:35,6.31,6.32,6.31,6.31,514
TEVA,08:35,8.8,8.8,8.8,8.8,2223
BTBT,08:35,8.07,8.09,8.05,8.08,36456
EDU,08:35,2.34,2.34,2.32,2.34,245975
AYRO,08:35,4.21,4.21,4.21,4.21,300
SPOK,08:35,8.57,8.59,8.57,8.59,5012
NAT,08:35,2.62,2.62,2.62,2.62,839
OLB,08:35,5.4,5.4,5.4,5.4,5
ING,08:35,12.72,12.72,12.72,12.72,100
ATNF,08:35,7.44,7.44,7.44,7.44,20
FCEL,08:35,6.34,6.34,6.34,6.34,100
SURF,08:35,5.91,5.91,5.91,5.91,200
CLOV,08:35,8.0495,8.05,8.0495,8.05,248
IPWR,08:35,14.7,14.7,14.7,14.7,2
BB,08:35,10.03,10.05,10.03,10.05,1744
VTNR,08:35,8.43,8.43,8.43,8.43,1
TELL,08:35,3.52,3.52,3.51,3.52,418
FRLN,08:35,5.0,5.0,5.0,5.0,5
INO,08:35,8.24,8.25,8.24,8.25,350
CCXI,08:35,14.61,14.61,14.61,14.61,2
AQB,08:35,4.92,4.92,4.92,4.92,102
MFH,08:35,3.61,3.61,3.61,3.61,19
KOPN,08:35,6.7,6.7,6.7,6.7,10
SOS,08:35,2.87,2.87,2.86,2.87,7870
GRTS,08:35,7.39,7.39,7.39,7.39,1
ANY,08:35,3.06,3.06,3.06,3.06,300
NOK,08:35,5.77,5.78,5.77,5.78,103
TAOP,08:35,3.59,3.6,3.57,3.57,824
SELB,08:35,3.47,3.47,3.47,3.47,69
NRZ,08:35,9.48,9.48,9.48,9.48,2
ZH,08:35,9.68,9.68,9.68,9.68,15
XXII,08:35,3.11,3.11,3.11,3.11,30
NCTY,08:35,11.68,11.68,11.68,11.68,100
NNDM,08:35,6.19,6.19,6.18,6.18,435
CLVS,08:35,4.89,4.89,4.89,4.89,100
RIDE,08:35,6.8,6.8,6.8,6.8,1199
GOTU,08:35,3.17,3.19,3.17,3.18,22620
GOCO,08:35,9.075,9.3,9.075,9.3,200
CLNE,08:36,7.51,7.51,7.51,7.51,50
KERN,08:36,3.46,3.46,3.46,3.46,50
GNW,08:36,3.29,3.29,3.29,3.29,1
BITF,08:36,4.18,4.19,4.18,4.18,543
BNGO,08:36,5.7899,5.7899,5.7899,5.7899,200
RAAS,08:36,4.8,4.8,4.8,4.8,400
AGEN,08:36,5.03,5.09,5.03,5.09,1194
NNVC,08:36,4.51,4.51,4.46,4.46,1321
ACOR,08:36,4.07,4.08,4.07,4.08,20
SWN,08:36,5.0,5.0,5.0,5.0,1570
NRXP,08:36,17.1,17.16,17.06,17.16,78
RLX,08:36,4.6,4.6,4.6,4.6,30
AMWL,08:36,11.13,11.13,11.13,11.13,1
INTZ,08:36,4.68,4.69,4.68,4.69,6000
OCGN,08:36,6.95,6.96,6.95,6.96,201
EYEG,08:36,3.53,3.53,3.53,3.53,1250
RSLS,08:36,3.7,3.72,3.7,3.72,1310
RCON,08:36,3.25,3.35,3.25,3.35,6
HUT,08:36,4.78,4.78,4.78,4.78,36
ET,08:36,9.78,9.78,9.78,9.78,1
YSG,08:36,6.3,6.3,6.3,6.3,300
GOED,08:36,2.8102,2.8102,2.8102,2.8102,2500
APT,08:36,9.62,9.62,9.62,9.62,77
VRA,08:36,10.6024,10.6024,10.6024,10.6024,500
CAN,08:36,6.46,6.46,6.46,6.46,2
CODX,08:36,9.5236,9.5236,9.5236,9.5236,100
AEI,08:36,2.23,2.23,2.22,2.23,2215
GE,08:36,13.1599,13.16,13.15,13.15,7726
MGI,08:36,11.4,11.4,11.4,11.4,200
CS,08:36,10.23,10.23,10.23,10.23,3
BBIG,08:36,3.26,3.26,3.26,3.26,60
PSFE,08:36,10.3001,10.3001,10.3001,10.3001,1000
BTCM,08:36,4.95,4.95,4.95,4.95,50
BTU,08:36,10.72,10.72,10.72,10.72,10
CRF,08:36,11.55,11.55,11.55,11.55,1
AGFY,08:36,19.25,19.3,19.25,19.29,314
GENE,08:36,3.55,3.55,3.55,3.55,30
VLDR,08:36,7.91,7.91,7.91,7.91,20
SDC,08:36,6.7099,6.7099,6.7099,6.7099,300
WISH,08:36,9.4266,9.43,9.41,9.41,1045
EYES,08:36,3.83,3.83,3.83,3.83,1306
CX,08:36,8.08,8.08,8.08,8.08,1
SMFG,08:36,6.77,6.77,6.77,6.77,200
HYLN,08:36,9.55,9.55,9.53,9.53,2
QSI,08:36,11.62,11.62,11.62,11.62,3
OSAT,08:36,6.31,6.31,6.31,6.31,34
ATOS,08:36,3.93,3.93,3.93,3.93,1016
TEVA,08:36,8.8,8.8,8.8,8.8,7050
BTBT,08:36,8.08,8.09,8.02,8.02,31673
EDU,08:36,2.33,2.34,2.33,2.34,162040
EOLS,08:36,10.7,10.7,10.7,10.7,2
SPOK,08:36,8.59,8.59,8.59,8.59,1610
CLS,08:36,8.52,8.52,8.52,8.52,410
MRO,08:36,11.43,11.43,11.43,11.43,777
DHY,08:36,2.49,2.49,2.49,2.49,1
ATNF,08:36,7.28,7.28,7.27,7.27,100
KBNT,08:36,4.19,4.19,4.19,4.19,50
FCEL,08:36,6.34,6.34,6.34,6.34,1212
CLOV,08:36,8.04,8.05,8.04,8.05,929
CGRN,08:36,4.86,4.86,4.86,4.86,1000
BB,08:36,10.05,10.05,10.05,10.05,16
NETE,08:36,11.43,11.43,11.43,11.43,11
WIMI,08:36,3.901,3.901,3.9,3.9,158
IO,08:36,1.33,1.33,1.33,1.33,14
INO,08:36,8.23,8.23,8.23,8.23,150
SOS,08:36,2.87,2.87,2.87,2.87,100
IKT,08:36,2.21,2.21,2.21,2.21,15
CDEV,08:36,5.33,5.33,5.33,5.33,5
ANY,08:36,3.06,3.06,3.06,3.06,105
TAOP,08:36,3.57,3.57,3.57,3.57,195
NOK,08:36,5.78,5.78,5.77,5.77,202
SELB,08:36,3.47,3.47,3.47,3.47,666
HIMS,08:36,8.1999,8.1999,8.1999,8.1999,50
NCTY,08:36,11.68,11.69,11.68,11.68,250
NNDM,08:36,6.1799,6.18,6.1799,6.18,70
CLVS,08:36,4.87,4.87,4.87,4.87,1
RIDE,08:36,6.81,6.81,6.81,6.81,2
GOTU,08:36,3.18,3.18,3.1799,3.18,5529
DOYU,08:37,3.89,3.9,3.89,3.9,356
CLNE,08:37,7.5,7.5,7.5,7.5,100
KERN,08:37,3.4,3.4,3.4,3.4,1959
BITF,08:37,4.19,4.19,4.17,4.17,5418
BNGO,08:37,5.79,5.79,5.79,5.79,10
RAAS,08:37,4.8,4.8,4.8,4.8,646
DPW,08:37,2.36,2.36,2.36,2.36,500
ACOR,08:37,4.07,4.07,4.07,4.07,60
NNVC,08:37,4.46,4.5,4.46,4.5,330
AGEN,08:37,5.05,5.05,5.05,5.05,1800
SWN,08:37,5.0,5.0,4.99,4.99,2400
GLAD,08:37,11.35,11.35,11.35,11.35,8
NRXP,08:37,17.16,17.16,17.05,17.05,26
DB,08:37,12.46,12.46,12.46,12.46,3535
LOAN,08:37,6.45,6.45,6.45,6.45,201
AMWL,08:37,11.12,11.12,11.12,11.12,1
GMBT,08:37,9.82,9.82,9.82,9.82,4999
AEMD,08:37,4.82,4.82,4.82,4.82,1
INTZ,08:37,4.69,4.71,4.69,4.71,422
BIOC,08:37,4.1,4.1,4.1,4.1,5
SPAQ,08:37,9.86,9.86,9.85,9.85,11200
WHLM,08:37,4.41,4.41,4.41,4.41,12
OCGN,08:37,6.95,6.95,6.95,6.95,200
ARDX,08:37,1.63,1.63,1.63,1.63,20
ERIC,08:37,11.42,11.42,11.42,11.42,3
ORC,08:37,5.14,5.14,5.14,5.14,1406
CBLI,08:37,5.07,5.07,5.0,5.06,2001
EYEG,08:37,3.53,3.53,3.53,3.53,363
INDI,08:37,8.32,8.32,8.32,8.32,500
RSLS,08:37,3.72,3.72,3.72,3.72,85
GFI,08:37,9.41,9.41,9.41,9.41,400
RCON,08:37,3.28,3.35,3.27,3.27,641
JAKK,08:37,13.41,13.41,13.41,13.41,9
HUT,08:37,4.78,4.78,4.78,4.78,600
YSG,08:37,6.35,6.35,6.35,6.35,50
NCMI,08:37,3.52,3.52,3.52,3.52,16
BCS,08:37,9.79,9.79,9.79,9.79,1
IKNX,08:37,23.0,23.0,23.0,23.0,25
GNOG,08:37,11.32,11.32,11.32,11.32,12
CAN,08:37,6.48,6.51,6.48,6.5,4965
AEI,08:37,2.23,2.23,2.23,2.23,1910
GE,08:37,13.15,13.16,13.15,13.15,1860
BCEL,08:37,7.73,7.73,7.73,7.73,250
ORPH,08:37,4.92,4.92,4.92,4.92,350
BTCM,08:37,4.95,4.95,4.95,4.95,2158
IMV,08:37,1.81,1.82,1.81,1.82,101
GEVO,08:37,5.84,5.84,5.84,5.84,3
CARV,08:37,15.25,15.25,15.25,15.25,4
BTU,08:37,10.72,10.72,10.72,10.72,20
LU,08:37,7.65,7.65,7.65,7.65,150
SRNE,08:37,8.02,8.0201,8.02,8.02,1750
VLDR,08:37,7.91,7.92,7.91,7.92,5
ENDP,08:37,4.87,4.87,4.87,4.87,800
YQ,08:37,1.28,1.29,1.28,1.28,3286
WISH,08:37,9.41,9.42,9.41,9.42,828
KOS,08:37,2.1999,2.2,2.1999,2.2,2080
MDWD,08:37,4.06,4.06,4.06,4.06,10
BBD,08:37,4.67,4.67,4.67,4.67,100
JUPW,08:37,1.94,1.94,1.94,1.94,2000
OSAT,08:37,6.31,6.31,6.31,6.31,523
ATOS,08:37,3.93,3.93,3.93,3.93,50
TEVA,08:37,8.81,8.82,8.81,8.82,1951
BTBT,08:37,8.03,8.07,7.96,8.04,45669
OEG,08:37,3.535,3.535,3.535,3.535,98
EDU,08:37,2.34,2.35,2.34,2.34,142435
IRCP,08:37,2.98,2.98,2.98,2.98,20
LOTZ,08:37,4.52,4.52,4.52,4.52,265
FCEL,08:37,6.34,6.34,6.34,6.34,100
LFC,08:37,8.45,8.45,8.45,8.45,100
JZXN,08:37,4.19,4.2,4.16,4.2,137
CLOV,08:37,8.02,8.02,8.01,8.02,748
SNPR,08:37,9.92,9.92,9.91,9.92,122
CGRN,08:37,4.6,4.6,4.6,4.6,150
DM,08:37,9.11,9.11,9.11,9.11,1
VTNR,08:37,8.41,8.41,8.41,8.41,150
TELL,08:37,3.52,3.52,3.52,3.52,5
GLEO,08:37,10.01,10.01,10.01,10.01,700
WIMI,08:37,3.92,3.92,3.87,3.88,2156
IO,08:37,1.33,1.33,1.33,1.33,700
CCXI,08:37,14.61,14.61,14.61,14.61,1
AQB,08:37,4.92,4.92,4.92,4.92,100
SOS,08:37,2.86,2.87,2.86,2.87,1673
GRTS,08:37,7.2,7.2,7.2,7.2,694
EXPR,08:37,5.11,5.11,5.11,5.11,20
TAOP,08:37,3.57,3.62,3.56,3.6,4093
NOK,08:37,5.77,5.77,5.77,5.77,2600
NRZ,08:37,9.48,9.48,9.48,9.48,17
BTWN,08:37,9.76,9.76,9.76,9.76,863
TALK,08:37,6.2,6.2,6.2,6.2,10
NCTY,08:37,11.68,11.7,11.68,11.7,570
XAIR,08:37,7.8601,7.8601,7.8601,7.8601,1
GOTU,08:37,3.18,3.19,3.18,3.18,5301
CLNE,08:38,7.48,7.48,7.48,7.48,30
LXP,08:38,12.8699,12.8699,12.8699,12.8699,15
BITF,08:38,4.17,4.18,4.17,4.18,530
OCUP,08:38,4.11,4.11,4.11,4.11,500
ARR,08:38,10.46,10.46,10.46,10.46,15
BNGO,08:38,5.79,5.79,5.79,5.79,135
RAAS,08:38,4.8,4.8,4.8,4.8,600
NNVC,08:38,4.5,4.5,4.5,4.5,5
SWN,08:38,4.99,5.009,4.99,5.009,2003
NRXP,08:38,17.19,17.19,17.07,17.17,246
RIG,08:38,3.64,3.64,3.63,3.63,210
AMWL,08:38,11.12,11.12,11.12,11.12,14
INTZ,08:38,4.7199,4.7199,4.7,4.7199,4149
SPAQ,08:38,9.86,9.87,9.86,9.87,20200
ARDX,08:38,1.65,1.65,1.65,1.65,3200
CCV,08:38,9.95,9.95,9.95,9.95,25
EYEG,08:38,3.52,3.52,3.52,3.52,38
OGI,08:38,2.49,2.49,2.49,2.49,690
CHMI,08:38,9.18,9.18,9.18,9.18,25
JAKK,08:38,13.4,13.45,13.35,13.45,285
RCON,08:38,3.32,3.32,3.3199,3.32,251
YSG,08:38,6.3,6.3,6.3,6.3,10
FRSX,08:38,3.38,3.38,3.38,3.38,200
GOTU,08:38,3.18,3.18,3.16,3.16,20285
BCS,08:38,9.8,9.8,9.8,9.8,200
IKNX,08:38,23.0,23.0,23.0,23.0,75
AUY,08:38,4.12,4.12,4.12,4.12,50
CAN,08:38,6.51,6.51,6.47,6.5,6407
VIH,08:38,9.82,9.86,9.81,9.86,302
ATIP,08:38,3.92,3.92,3.9,3.9,75
ALZN,08:38,4.46,4.46,4.46,4.46,103
AEI,08:38,2.22,2.2201,2.22,2.2201,720
GE,08:38,13.15,13.15,13.15,13.15,8743
TINV,08:38,10.0,10.0,10.0,10.0,20
ORPH,08:38,4.95,4.95,4.91,4.91,2050
BTCM,08:38,4.95,4.95,4.95,4.95,100
IMV,08:38,1.82,1.82,1.82,1.82,1
BTU,08:38,10.65,10.65,10.65,10.65,4
SIRI,08:38,6.67,6.67,6.67,6.67,10
LU,08:38,7.66,7.66,7.65,7.65,286
ACB,08:38,6.9501,6.96,6.95,6.96,2844
VLDR,08:38,7.91,7.92,7.91,7.92,2
YQ,08:38,1.29,1.29,1.29,1.29,1500
WISH,08:38,9.43,9.44,9.4201,9.43,3257
SFTW,08:38,9.97,9.97,9.97,9.97,129
EYES,08:38,3.82,3.82,3.82,3.82,2000
VXRT,08:38,7.9999,8.0,7.9999,8.0,500
ZNGA,08:38,10.21,10.21,10.21,10.21,1
FLDM,08:38,6.84,6.84,6.84,6.84,25
QSI,08:38,11.62,11.62,11.61,11.61,42
OSAT,08:38,6.37,6.37,6.37,6.37,1
ACHV,08:38,7.28,7.28,7.28,7.28,500
SY,08:38,6.71,6.71,6.71,6.71,1706
TEVA,08:38,8.82,8.82,8.81,8.81,660
BTBT,08:38,8.02,8.05,7.94,7.99,19810
OEG,08:38,3.53,3.54,3.53,3.54,274
EDU,08:38,2.34,2.34,2.33,2.33,43085
MRO,08:38,11.44,11.44,11.44,11.44,150
ATNF,08:38,7.4,7.4,7.4,7.4,12
UPC,08:38,2.52,2.52,2.52,2.52,200
JZXN,08:38,4.19,4.19,4.15,4.15,300
CLOV,08:38,8.02,8.02,8.02,8.02,1300
IPWR,08:38,14.01,14.01,14.01,14.01,100
CGRN,08:38,4.5999,4.61,4.5999,4.61,800
IVR,08:38,3.41,3.41,3.41,3.41,82
BB,08:38,10.05,10.05,10.05,10.05,70
VTNR,08:38,8.41,8.41,8.41,8.41,367
TELL,08:38,3.52,3.52,3.52,3.52,2555
LXU,08:38,8.18,8.2,8.18,8.2,50
GILT,08:38,9.65,9.65,9.65,9.65,43
INO,08:38,8.26,8.26,8.26,8.26,60
SOS,08:38,2.86,2.87,2.86,2.86,4720
IKT,08:38,2.21,2.21,2.21,2.21,6
SELB,08:38,3.4899,3.49,3.4899,3.49,666
TAOP,08:38,3.6,3.65,3.6,3.6,1175
NOK,08:38,5.77,5.77,5.77,5.77,1
HIMS,08:38,8.2,8.2,8.2,8.2,100
TALK,08:38,6.08,6.08,6.07,6.07,10
NCTY,08:38,11.69,11.7,11.69,11.69,1902
CYTH,08:38,8.95,8.95,8.95,8.95,6
NNDM,08:38,6.18,6.18,6.18,6.18,611
ETY,08:38,14.58,14.58,14.58,14.58,3
FPAC,08:38,9.99,9.99,9.99,9.99,10
DGNU,08:38,9.89,9.89,9.89,9.89,1
DOYU,08:39,3.89,3.89,3.89,3.89,3
BITF,08:39,4.19,4.19,4.19,4.19,20
GNW,08:39,3.29,3.29,3.29,3.29,5
PSEC,08:39,8.18,8.18,8.18,8.18,400
AGEN,08:39,5.05,5.05,5.05,5.05,102
NNVC,08:39,4.5,4.5,4.5,4.5,44
NRXP,08:39,17.17,17.17,17.17,17.17,1
RLX,08:39,4.6,4.6,4.57,4.57,25030
INTZ,08:39,4.7001,4.72,4.7001,4.72,3200
NOVN,08:39,8.28,8.28,8.28,8.28,155
OCGN,08:39,6.95,6.98,6.95,6.98,1345
ARDX,08:39,1.65,1.65,1.65,1.65,40
EYEG,08:39,3.51,3.51,3.51,3.51,76
RCON,08:39,3.31,3.31,3.31,3.31,200
JAKK,08:39,13.45,13.5,13.45,13.5,303
NSPR,08:39,3.78,3.78,3.75,3.75,40
HUT,08:39,4.78,4.78,4.77,4.78,1020
YSG,08:39,6.3,6.3,6.3,6.3,100
ADT,08:39,10.36,10.36,10.36,10.36,1
IPA,08:39,7.88,7.88,7.88,7.88,100
MTG,08:39,13.45,13.45,13.45,13.45,100
PLG,08:39,2.96,2.96,2.96,2.96,100
APT,08:39,9.62,9.62,9.62,9.62,140
GNOG,08:39,11.41,11.41,11.41,11.41,100
AKTS,08:39,9.0,9.0,9.0,9.0,50
AEI,08:39,2.23,2.23,2.22,2.23,1004
GE,08:39,13.15,13.15,13.15,13.15,1600
ENBL,08:39,8.4,8.42,8.4,8.42,700
GCMG,08:39,10.3,10.3,10.3,10.3,55
BBIG,08:39,3.2601,3.2601,3.2601,3.2601,1000
PSFE,08:39,10.32,10.32,10.32,10.32,10
IMV,08:39,1.81,1.81,1.8,1.8,4527
BTCM,08:39,4.95,4.95,4.92,4.92,650
MNKD,08:39,4.29,4.29,4.29,4.29,100
GEVO,08:39,5.83,5.84,5.83,5.84,251
AHT,08:39,17.15,17.15,17.15,17.15,25
SSY,08:39,2.52,2.52,2.51,2.51,61
PAVM,08:39,6.05,6.05,6.05,6.05,250
ACIU,08:39,7.43,7.43,7.43,7.43,207
ACB,08:39,6.9699,6.9699,6.9699,6.9699,7
VLDR,08:39,7.93,7.93,7.91,7.91,92
ALF,08:39,10.2,10.2,10.2,10.2,50
ONTX,08:39,5.02,5.02,5.02,5.02,6
EFOI,08:39,3.6,3.6,3.6,3.6,1200
WISH,08:39,9.43,9.44,9.4201,9.43,1730
AUPH,08:39,11.31,11.31,11.31,11.31,100
OPK,08:39,3.64,3.64,3.64,3.64,7
KOS,08:39,2.2,2.2,2.2,2.2,18
EYES,08:39,3.82,3.82,3.82,3.82,100
DS,08:39,2.56,2.56,2.56,2.56,100
DGNR,08:39,8.94,8.94,8.94,8.94,5
OSAT,08:39,6.31,6.31,6.31,6.31,1000
UK,08:39,1.25,1.25,1.25,1.25,90
MFA,08:39,4.64,4.64,4.64,4.64,41
TEVA,08:39,8.81,8.81,8.81,8.81,589
ATOS,08:39,3.91,3.91,3.9,3.9,100
BTBT,08:39,7.98,8.02,7.97,7.9899,43008
EDU,08:39,2.33,2.34,2.33,2.33,190531
MRO,08:39,11.44,11.44,11.44,11.44,10
FCEL,08:39,6.34,6.34,6.34,6.34,300
UPC,08:39,2.52,2.52,2.52,2.52,100
UMC,08:39,9.38,9.38,9.36,9.36,480
JZXN,08:39,4.15,4.15,4.15,4.15,200
CLOV,08:39,8.03,8.03,8.01,8.01,1508
IVR,08:39,3.4001,3.4001,3.4001,3.4001,8
BB,08:39,10.0499,10.0499,10.0499,10.0499,500
AMPG,08:39,4.0,4.0,4.0,4.0,6
WIMI,08:39,3.88,3.88,3.88,3.88,200
CCXI,08:39,14.61,14.61,14.61,14.61,4
SOS,08:39,2.86,2.87,2.86,2.87,429
QELL,08:39,9.95,9.95,9.95,9.95,3
ANY,08:39,3.06,3.09,3.05,3.09,1520
NOK,08:39,5.77,5.7799,5.77,5.7799,1041
SELB,08:39,3.49,3.49,3.49,3.49,1
TAOP,08:39,3.55,3.55,3.54,3.54,946
RWT,08:39,11.79,11.79,11.79,11.79,100
NNDM,08:39,6.18,6.18,6.16,6.16,523
CLVS,08:39,4.86,4.86,4.86,4.86,140
GOTU,08:39,3.17,3.2,3.16,3.19,7220
RCON,08:40,3.32,3.32,3.27,3.27,447
AIM,08:40,1.9801,1.9801,1.9801,1.9801,5
JAKK,08:40,13.49,13.49,13.49,13.49,2
GOVX,08:40,4.33,4.33,4.33,4.33,210
DHY,08:40,2.49,2.49,2.49,2.49,1
ENLV,08:40,7.33,7.33,7.33,7.33,1
ING,08:40,12.72,12.72,12.72,12.72,100
RMO,08:40,6.65,6.68,6.65,6.68,35
ET,08:40,9.8,9.8,9.8,9.8,2
COE,08:40,2.95,2.95,2.95,2.95,25
GNW,08:40,3.29,3.29,3.29,3.29,1
BITF,08:40,4.18,4.18,4.18,4.18,280
AGI,08:40,7.91,7.91,7.91,7.91,1
XL,08:40,6.62,6.62,6.62,6.62,30
YGMZ,08:40,3.7699,3.7699,3.7699,3.7699,111
EFOI,08:40,3.6,3.6,3.6,3.6,1000
IPA,08:40,7.88,7.88,7.88,7.88,6
YQ,08:40,1.29,1.29,1.28,1.28,1259
RAAS,08:40,4.8,4.8,4.8,4.8,100
DPW,08:40,2.36,2.36,2.36,2.36,749
JZXN,08:40,4.15,4.15,4.15,4.15,200
CLOV,08:40,8.02,8.02,8.01,8.01,1000
WISH,08:40,9.43,9.43,9.4299,9.43,2186
NNVC,08:40,4.51,4.55,4.5,4.55,49
MTG,08:40,13.46,13.48,13.43,13.45,874
APT,08:40,9.59,9.59,9.59,9.59,10
GNOG,08:40,11.41,11.44,11.41,11.44,200
CGRN,08:40,4.72,4.74,4.72,4.73,1061
BB,08:40,10.04,10.04,10.04,10.04,1
DB,08:40,12.43,12.43,12.43,12.43,81
NRXP,08:40,17.17,17.17,17.1,17.16,4
VTNR,08:40,8.4,8.4,8.4,8.4,850
RLX,08:40,4.6,4.6,4.6,4.6,5
CAN,08:40,6.5,6.51,6.5,6.5,6440
KOS,08:40,2.2,2.2,2.2,2.2,100
RIG,08:40,3.62,3.62,3.62,3.62,122
UAVS,08:40,3.82,3.82,3.82,3.82,207
VIH,08:40,9.88,9.88,9.88,9.88,2000
DS,08:40,2.56,2.56,2.56,2.56,25
GMBT,08:40,9.82,9.82,9.82,9.82,100000
AEMD,08:40,4.82,4.82,4.78,4.78,112
AEI,08:40,2.23,2.23,2.22,2.23,617
GE,08:40,13.15,13.16,13.15,13.16,1885
INTZ,08:40,4.72,4.72,4.72,4.72,351
UONE,08:40,6.69,6.69,6.51,6.51,1000
FSM,08:40,4.48,4.48,4.48,4.48,300
ALZN,08:40,4.46,4.46,4.46,4.46,1
WHLM,08:40,4.41,4.41,4.41,4.41,100
SOS,08:40,2.87,2.87,2.8,2.81,11183
NGCA,08:40,9.85,9.85,9.85,9.85,10256
OCGN,08:40,6.98,6.98,6.98,6.98,10
